R#	1.00000000
F#	1.00000000
x#	1.00000000
P#	0.83479789
H#	0.76459510
0n	0.66666667
qN	0.56250000
~N	0.54545455
cn	0.50000000
cm	0.50000000
N#	0.49104235
D@	0.49085366
Ul	0.47699929
SH	0.42953208
ju	0.42491269
8r	0.41909385
qn	0.40625000
z#	0.40056318
9r	0.39549180
ZH	0.36410256
6n	0.35714286
0N	0.33333333
lI	0.33290406
t#	0.28456338
d#	0.27909713
~n	0.27272727
Z@	0.27179487
Vn	0.26621438
rI	0.26524893
8R	0.26375405
J#	0.25727412
T#	0.24062500
_I	0.23415326
9l	0.22336066
v@	0.22288085
dI	0.22122379
j@	0.21924719
s#	0.21582251
En	0.21566507
gr	0.21098356
6t	0.20987654
4n	0.20975610
J@	0.20750383
{n	0.20637231
st	0.20521729
1S	0.20394871
wI	0.20255616
I#	0.20243129
1t	0.19845308
_#	0.19489120
tI	0.19194366
7n	0.19059205
@n	0.18791873
4l	0.18292683
jU	0.18238262
Nk	0.18200326
~m	0.18181818
v#	0.17694132
7r	0.17274939
m#	0.16878669
Qn	0.16715345
k#	0.16256831
nt	0.16130855
Z#	0.15897436
m@	0.15851272
$t	0.15799615
_@	0.15562914
@R	0.15562878
z@	0.15452306
n#	0.15408766
9s	0.15368852
pr	0.15187754
r@	0.14861523
5#	0.14766307
7l	0.14355231
7R	0.14355231
vI	0.14344991
k@	0.14127290
fI	0.14121212
TI	0.14062500
Ek	0.13934806
mI	0.13845401
5l	0.13276836
ut	0.13275040
2t	0.13219448
zI	0.13093981
nI	0.13022730
$l	0.12986513
4#	0.12926829
Tr	0.12916667
hE	0.12913907
{k	0.12841663
9R	0.12704918
Is	0.12692540
4d	0.12682927
g@	0.12503878
h{	0.12488174
t@	0.12484507
bP	0.12449118
2@	0.12352168
l#	0.12320240
p#	0.12233915
2n	0.12194481
S@	0.12048193
#s	0.11935957
7s	0.11922141
DI	0.11890244
2z	0.11668857
3t	0.11666667
S#	0.11627907
in	0.11523496
Es	0.11493898
bI	0.11465400
El	0.11262166
j9	0.11059371
JI	0.11026034
u#	0.10969793
Ng	0.10952769
nd	0.10812508
In	0.10808668
$d	0.10674374
bl	0.10634328
sI	0.10507710
@r	0.10477759
3s	0.10476190
Vm	0.10474898
Qk	0.10424624
Ql	0.10402157
3k	0.10357143
_E	0.10264901
p@	0.10248744
3n	0.10119048
mp	0.09821429
wE	0.09798606
w1	0.09721146
g#	0.09711449
6s	0.09700176
@l	0.09643053
un	0.09618442
6@	0.09611993
l@	0.09608643
Ik	0.09566596
3m	0.09523810
4@	0.09512195
d@	0.09392383
2d	0.09303548
br	0.09243555
wQ	0.09178931
1n	0.09118665
fl	0.09090909
h#	0.09082308
#k	0.09017355
it	0.09009279
pI	0.08969146
ns	0.08928796
tr	0.08800000
id	0.08769829
{t	0.08749798
Uk	0.08704883
Ud	0.08634112
i#	0.08620174
D#	0.08536585
5n	0.08525937
$r	0.08400771
w$	0.08326878
Qm	0.08312739
rE	0.08308605
Nl	0.08306189
fr	0.08282828
$n	0.08246628
Z9	0.08205128
@t	0.08176826
Vl	0.08141113
f#	0.08121212
{l	0.08054343
um	0.07949126
Um	0.07926398
h5	0.07852412
1#	0.07815998
Qp	0.07796001
5t	0.07678480
pl	0.07665630
#p	0.07653385
w3	0.07629744
ks	0.07626165
Et	0.07569906
h2	0.07568590
SI	0.07509106
@s	0.07435475
Ut	0.07430998
{m	0.07423581
ud	0.07352941
ik	0.07333134
4s	0.07317073
fU	0.07272727
up	0.07233704
r1	0.07204088
gl	0.07198262
r{	0.07154632
Qt	0.07144462
us	0.07034976
is	0.06973960
w2	0.06971340
Qs	0.06942260
5v	0.06882383
f$	0.06868687
kr	0.06854709
Vs	0.06838535
$m	0.06782274
b@	0.06767300
Vp	0.06729986
$R	0.06705202
IN	0.06704923
$s	0.06666667
m{	0.06665851
3v	0.06607143
5k	0.06599897
2#	0.06570302
5s	0.06522856
@b	0.06468973
f@	0.06444444
ri	0.06412793
Ed	0.06411247
7#	0.06407137
hQ	0.06385998
T@	0.06250000
b{	0.06207598
@m	0.06183416
iz	0.06135887
kQ	0.06123433
1s	0.06106249
D8	0.06097561
w@	0.06080558
Ht	0.06026365
Vk	0.06024423
#d	0.06008311
il	0.05986232
wi	0.05964369
sk	0.05942585
hI	0.05912961
kt	0.05898425
n@	0.05889740
2l	0.05834428
1l	0.05821290
H@	0.05790960
h$	0.05771050
Vb	0.05725916
It	0.05662942
ul	0.05604134
3d	0.05595238
sp	0.05582983
h6	0.05581835
#b	0.05565876
#I	0.05551210
hV	0.05487228
f2	0.05454545
uz	0.05445151
Em	0.05407076
#m	0.05358103
im	0.05357677
{s	0.05337215
r5	0.05275305
mE	0.05259295
{p	0.05240175
ip	0.05208022
6d	0.05202822
kI	0.05199293
iv	0.05178090
b#	0.05172999
1k	0.05169957
#f	0.05147886
4z	0.05121951
{r	0.05062268
3l	0.05059524
TE	0.05000000
#r	0.04986556
{N	0.04981401
#t	0.04967001
5p	0.04956343
s@	0.04949107
1d	0.04946061
gI	0.04933292
Il	0.04911658
Vt	0.04884668
p{	0.04879215
pE	0.04879215
5m	0.04853621
v3	0.04831061
vE	0.04831061
g5	0.04809184
$k	0.04739884
g1	0.04716103
g{	0.04716103
J9	0.04670750
3b	0.04642857
kl	0.04588557
6#	0.04585538
sE	0.04583410
Qd	0.04560773
Qg	0.04493372
rQ	0.04467524
vl	0.04445762
2k	0.04441524
JE	0.04441041
Qr	0.04425972
kw	0.04371585
9n	0.04303279
fE	0.04303030
7m	0.04298459
dr	0.04246898
ft	0.04222222
l2	0.04214066
l{	0.04192602
VN	0.04179104
l1	0.04171138
r2	0.04162545
4t	0.04146341
mb	0.04146282
k{	0.04138541
pQ	0.04137766
gn	0.04064536
sl	0.04059243
2m	0.04047306
z1	0.04012672
wU	0.03989156
7t	0.03974047
v2	0.03971547
Id	0.03964059
Im	0.03956509
Er	0.03954890
5d	0.03954802
2s	0.03942181
Ep	0.03939441
3_	0.03928571
{g	0.03800744
Vf	0.03799186
QN	0.03796900
Qf	0.03751966
8d	0.03721683
ub	0.03696343
3R	0.03690476
_V	0.03689688
#h	0.03654363
r7	0.03635015
6l	0.03615520
dE	0.03605049
J{	0.03598775
5b	0.03595275
3p	0.03571429
8l	0.03559871
Qb	0.03549764
hi	0.03547777
{b	0.03541970
gP	0.03537077
Iv	0.03495923
rV	0.03470162
lE	0.03441368
{d	0.03428756
bV	0.03426052
5z	0.03415511
v1	0.03408417
_{	0.03405866
bQ	0.03375170
w8	0.03369481
J1	0.03369066
TV	0.03333333
f{	0.03272727
#l	0.03268150
bE	0.03239484
T3	0.03229167
pt	0.03204975
ru	0.03198154
6z	0.03174603
zm	0.03167899
k1	0.03166185
gz	0.03164753
m1	0.03131115
Ti	0.03125000
Tl	0.03125000
Tw	0.03125000
qm	0.03125000
v{	0.03112033
2p	0.03074901
8f	0.03074434
8z	0.03074434
@d	0.03053267
Dz	0.03048780
Dd	0.03048780
h1	0.03027436
gV	0.03009618
dl	0.03005991
if	0.02993116
tE	0.02980282
_i	0.02980132
1v	0.02971708
l5	0.02969164
kV	0.02949212
m5	0.02935421
b$	0.02917232
_u	0.02885525
gQ	0.02885510
Vg	0.02876526
Vd	0.02876526
lQ	0.02876154
vP	0.02874926
@#	0.02844591
Ev	0.02827128
Hs	0.02824859
Vv	0.02822252
{S	0.02814168
kP	0.02796528
2v	0.02785808
zH	0.02780711
pi	0.02762497
Ji	0.02756508
kj	0.02756348
8b	0.02750809
p5	0.02750538
f5	0.02747475
D{	0.02743902
uv	0.02742448
mQ	0.02727495
t1	0.02726761
1z	0.02707104
1p	0.02707104
tl	0.02698592
#w	0.02683940
3S	0.02678571
p1	0.02666826
f1	0.02666667
1m	0.02646041
uf	0.02623211
$#	0.02620424
3J	0.02619048
b2	0.02611940
dj	0.02610184
TQ	0.02604167
#g	0.02603275
hj	0.02601703
#n	0.02600831
Z1	0.02564103
b5	0.02561058
3T	0.02559524
Pd	0.02548330
uS	0.02543720
zE	0.02534319
Ip	0.02499245
k5	0.02499196
Nz	0.02483713
nj	0.02480221
U1	0.02476999
Ur	0.02476999
mV	0.02446184
SP	0.02437658
PI	0.02416520
h3	0.02412488
IS	0.02404863
Tf	0.02395833
Iz	0.02385986
6T	0.02380952
2b	0.02365309
hU	0.02365184
w{	0.02362510
b1	0.02357531
li	0.02339558
dV	0.02332050
If	0.02310480
ld	0.02303785
#@	0.02290394
@p	0.02289951
bi	0.02289688
2f	0.02286465
5I	0.02285568
s2	0.02273420
8s	0.02265372
m2	0.02262720
lt	0.02246548
1b	0.02238958
lV	0.02232239
J2	0.02220521
p3	0.02212389
$g	0.02196532
4I	0.02195122
fj	0.02181818
t{	0.02163380
@k	0.02136189
di	0.02128798
p$	0.02128677
_Q	0.02128666
fi	0.02121212
HI	0.02118644
Q_	0.02111885
vH	0.02104327
8k	0.02103560
8w	0.02103560
mj	0.02091487
T$	0.02083333
T7	0.02083333
T{	0.02083333
5g	0.02080123
1_	0.02076125
vn	0.02074689
S1	0.02073410
S$	0.02073410
b3	0.02069199
US	0.02052371
bs	0.02052239
Zj	0.02051282
3f	0.02023810
pV	0.02009089
pj	0.02009089
$T	0.02003854
uk	0.01987281
_4	0.01986755
hu	0.01986755
sn	0.01968672
Vr	0.01953867
u@	0.01947536
k$	0.01944712
Ig	0.01944277
lu	0.01938900
#{	0.01921291
Eg	0.01915650
3g	0.01904762
zP	0.01900739
VS	0.01899593
si	0.01895532
n1	0.01883712
nk	0.01883712
zd	0.01865540
d1	0.01861361
d2	0.01861361
f3	0.01858586
Ef	0.01853854
dP	0.01850663
$p	0.01849711
S{	0.01849257
5S	0.01848998
h8	0.01844844
{v	0.01843765
JU	0.01837672
gj	0.01830593
z{	0.01830341
Dm	0.01829268
D1	0.01829268
nf	0.01827201
ig	0.01825801
fQ	0.01818182
i@	0.01795870
7b	0.01784266
8t	0.01779935
8n	0.01779935
p2	0.01769912
Up	0.01769285
bU	0.01763908
Pz	0.01757469
sV	0.01755348
ES	0.01745713
kS	0.01743812
dQ	0.01732991
{f	0.01730552
t2	0.01723944
{J	0.01714378
uI	0.01709062
7d	0.01703163
mi	0.01700098
UI	0.01698514
$f	0.01695568
vj	0.01689389
Sn	0.01681143
bj	0.01679104
ps	0.01674241
w#	0.01665376
wV	0.01665376
fV	0.01656566
h7	0.01655629
#V	0.01649963
uT	0.01629571
$S	0.01618497
Jm	0.01607963
vi	0.01600474
6J	0.01587302
v5	0.01570836
SQ	0.01569067
tj	0.01560563
Ug	0.01556971
iJ	0.01556420
#v	0.01552188
z3	0.01548750
$b	0.01541426
Si	0.01541048
Zw	0.01538462
Zq	0.01538462
t5	0.01526761
ib	0.01526489
n_	0.01525807
DE	0.01524390
@f	0.01521142
_3	0.01513718
uZ	0.01510334
Hz	0.01506591
r#	0.01467194
i_	0.01466627
_2	0.01466414
nQ	0.01463016
#_	0.01461745
gw	0.01458269
8m	0.01456311
I_	0.01453488
zj	0.01443154
nS	0.01437900
QS	0.01437879
iS	0.01436696
9m	0.01434426
d5	0.01433462
Ns	0.01425081
E_	0.01421288
ti	0.01419718
m$	0.01418787
n2	0.01412784
lf	0.01409458
tP	0.01391549
$z	0.01387283
JV	0.01378254
Jr	0.01378254
n5	0.01375110
Ez	0.01374942
SE	0.01372934
n{	0.01356273
d{	0.01337184
gm	0.01334161
_9	0.01324503
ts	0.01323944
#E	0.01322415
Pm	0.01318102
tQ	0.01312676
$J	0.01310212
s{	0.01298226
sw	0.01286036
r6	0.01285856
5f	0.01284027
#S	0.01280860
nE	0.01255808
3D	0.01250000
Tj	0.01250000
w7	0.01239349
sm	0.01231182
lj	0.01230593
9b	0.01229508
9d	0.01229508
J7	0.01225115
J3	0.01225115
Jt	0.01225115
Hd	0.01224105
Nb	0.01221498
D5	0.01219512
Dl	0.01219512
DH	0.01219512
4m	0.01219512
Di	0.01219512
Su	0.01204819
bu	0.01187246
_U	0.01182592
h@	0.01182592
5@	0.01181305
g$	0.01179026
Sl	0.01176800
b6	0.01170285
s3	0.01170232
t3	0.01160563
vQ	0.01155898
J8	0.01148545
Tn	0.01145833
iI	0.01137384
_d	0.01135289
Ub	0.01132343
zl	0.01126364
S5	0.01120762
V_	0.01112619
{_	0.01099790
v7	0.01096621
Sr	0.01092743
_m	0.01087985
gE	0.01085945
Qv	0.01078409
Ib	0.01075959
ug	0.01073132
Jb	0.01071975
JQ	0.01071975
@_	0.01070840
d6	0.01069748
t$	0.01064789
nP	0.01061158
Np	0.01058632
Qz	0.01055942
nv	0.01054879
P@	0.01054482
sQ	0.01054428
ml	0.01051859
jE	0.01047730
s1	0.01042238
k6	0.01036644
QJ	0.01033476
r$	0.01030333
dz	0.01026958
Zi	0.01025641
ZP	0.01025641
z2	0.01020767
1@	0.01017708
pP	0.01016503
vd	0.01007706
w5	0.01006971
VJ	0.01004071
Jl	0.00995406
@g	0.00993959
_1	0.00993377
U{	0.00990800
zb	0.00985568
N@	0.00977199
Nh	0.00977199
VD	0.00976934
4k	0.00975610
4f	0.00975610
dn	0.00973470
s5	0.00969099
Ir	0.00951374
v4	0.00948429
_5	0.00946074
_$	0.00946074
Hl	0.00941620
Ts	0.00937500
l$	0.00937254
g2	0.00930810
nJ	0.00923019
Us	0.00920028
d$	0.00919983
dH	0.00919983
#J	0.00919091
Ds	0.00914634
D2	0.00914634
fP	0.00909091
gU	0.00899783
SV	0.00896610
7f	0.00892133
7T	0.00892133
nl	0.00891624
b4	0.00881954
z5	0.00879972
z7	0.00879972
@v	0.00878638
u_	0.00874404
ni	0.00872787
tV	0.00861972
sH	0.00859389
NI	0.00855049
_7	0.00851466
Un	0.00849257
p4	0.00849079
Vz	0.00841248
Sm	0.00840572
g3	0.00837729
Ps	0.00834798
3r	0.00833333
T5	0.00833333
TH	0.00833333
5h	0.00821777
j#	0.00814901
b8	0.00814111
p7	0.00813203
8h	0.00809061
8p	0.00809061
QT	0.00808807
{z	0.00808669
iE	0.00808141
tw	0.00805634
ls	0.00801316
rU	0.00799538
5_	0.00796097
Pb	0.00790861
Pn	0.00790861
f6	0.00787879
@z	0.00785283
mf	0.00782779
ds	0.00780916
#5	0.00779760
pS	0.00777326
$w	0.00770713
vV	0.00770599
m3	0.00770548
d7	0.00770218
fs	0.00767677
Jw	0.00765697
Ju	0.00765697
ET	0.00756991
dw	0.00748823
i5	0.00748279
f8	0.00747475
nz	0.00747206
mn	0.00746086
j$	0.00737291
nV	0.00734648
p6	0.00729491
Tm	0.00729167
Tt	0.00729167
tf	0.00721127
su	0.00719205
iT	0.00718348
db	0.00716731
3z	0.00714286
gu	0.00713621
#T	0.00711318
#Q	0.00708873
UE	0.00707714
dm	0.00706033
j5	0.00698487
s$	0.00694825
lk	0.00693997
Nr	0.00692182
1g	0.00692042
1f	0.00692042
Jd	0.00689127
J5	0.00689127
m6	0.00684932
2I	0.00683311
sf	0.00676541
5T	0.00667694
EJ	0.00664298
mu	0.00660470
#j	0.00659985
2r	0.00657030
$_	0.00655106
ED	0.00648849
tn	0.00647887
8S	0.00647249
8v	0.00647249
pU	0.00645779
b7	0.00644505
5J	0.00642013
uJ	0.00635930
k3	0.00634844
zQ	0.00633580
ih	0.00628554
Tp	0.00625000
Tb	0.00625000
T2	0.00625000
T6	0.00625000
ms	0.00623777
v8	0.00622407
6I	0.00617284
Pt	0.00615114
9t	0.00614754
Jf	0.00612557
Jn	0.00612557
Hm	0.00612053
md	0.00611546
Nd	0.00610749
ku	0.00610736
D6	0.00609756
D$	0.00609756
f7	0.00606061
##	0.00603764
l6	0.00600987
i1	0.00598623
z$	0.00598381
#$	0.00593987
t7	0.00591549
1I	0.00590271
St	0.00588400
n$	0.00583951
{T	0.00582242
jQ	0.00582072
j{	0.00582072
ki	0.00578592
tu	0.00574648
l7	0.00572369
Pw	0.00571178
Nt	0.00570033
iw	0.00568692
7w	0.00567721
Uf	0.00566171
UJ	0.00566171
nT	0.00565114
Hr	0.00564972
zV	0.00563182
S2	0.00560381
uD	0.00556439
dv	0.00556269
tm	0.00552113
2Q	0.00551905
2g	0.00551905
mz	0.00550391
tH	0.00546479
lv	0.00543750
$h	0.00539499
kE	0.00538412
Jk	0.00535988
J$	0.00535988
kn	0.00530376
ln	0.00529441
6D	0.00529101
zi	0.00527983
n7	0.00527439
Pr	0.00527241
pu	0.00526190
Eb	0.00525259
df	0.00524176
Tk	0.00520833
uE	0.00516693
lm	0.00515132
lp	0.00515132
5D	0.00513611
5E	0.00513611
Zu	0.00512821
ZE	0.00512821
ZI	0.00512821
Z8	0.00512821
ZU	0.00512821
@w	0.00505217
fk	0.00505051
SU	0.00504343
vr	0.00503853
p8	0.00502272
lb	0.00500823
sP	0.00499787
dk	0.00492084
kJ	0.00490196
1J	0.00488500
4N	0.00487805
4E	0.00487805
4b	0.00487805
4{	0.00487805
7g	0.00486618
8g	0.00485437
8#	0.00485437
25	0.00473062
_l	0.00473037
wu	0.00464756
Jh	0.00459418
Jp	0.00459418
nm	0.00458370
ir	0.00448967
S3	0.00448305
NT	0.00447883
Nf	0.00447883
1Z	0.00447792
2w	0.00446781
2{	0.00446781
nb	0.00445812
v6	0.00444576
v$	0.00444576
th	0.00439437
tb	0.00439437
gd	0.00434378
k2	0.00433944
EZ	0.00432566
I1	0.00430384
mP	0.00428082
U@	0.00424628
Uz	0.00424628
fu	0.00424242
bd	0.00424016
Hh	0.00423729
zr	0.00422386
np	0.00420696
2_	0.00420499
#2	0.00420435
S7	0.00420286
T1	0.00416667
nh	0.00414417
9#	0.00409836
9_	0.00409836
b_	0.00407056
7z	0.00405515
7p	0.00405515
sJ	0.00396172
P2	0.00395431
Pk	0.00395431
Pf	0.00395431
IJ	0.00388855
zw	0.00387188
vz	0.00385299
5Z	0.00385208
5Q	0.00385208
du	0.00385109
